videoname,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,SC_0,SC_1,SC_2,SC_3,SC_4,SC_5,SC_6,SC_7,SC_8,SC_9,TC_0,TC_1,TC_2,TC_3,TC_4,TC_5,TC_6,TC_7,TC_8,TC_9,TC2_0,TC2_1,TC2_2,TC2_3,TC2_4,TC2_5,TC2_6,TC2_7,TC2_8,TC2_9
[RA][test0272_config][QP28]_VCA_1080,0.51233876,0.5963801,0.5132435,0.6018419,0.5142015,0.6013287,0.5124436,0.60166675,0.5101591,0.59772575,99.95842,54.938175,98.36452,52.615795,99.28276,51.96328,100.457016,52.575764,101.4019,52.366085,0.0,50.33833,49.23892,50.299362,51.754528,52.053276,53.076,51.78443,52.887924,53.34547,0.0,0.0,8.376328,11.168399,7.6788793,8.967028,7.9142475,11.071269,6.9579372,10.682329
[RA][test0272_config][QP28]_SITI_1080,115.50245,79.35529,113.06735,76.55,114.314705,76.0634,116.44724,76.91458,117.55067,77.27034,0.0,77.63397,78.49014,77.86506,78.70815,78.666374,79.05452,78.63974,78.60364,78.69423,0.0,0.0,59.101585,44.52039,58.671024,41.97645,59.386387,44.992386,58.082115,42.00412
[RA][test0284_config][QP30]_EVCA_1080,0.4543951,0.63127834,0.45476648,0.6316667,0.45506108,0.6316992,0.4552401,0.6320705,0.45541748,0.6322896,107.31253,84.78862,107.502716,84.52553,107.709854,84.69536,107.96007,84.85369,108.008965,84.8957,0.0,100.31101,100.33084,100.41468,100.53596,100.59458,100.449554,100.52689,100.42815,100.398384,0.0,0.0,67.040985,47.675926,66.608025,47.994015,66.80732,47.635464,67.88726,47.79165
[RA][test0284_config][QP30]_VCA_1080,0.4543951,0.63127834,0.45476648,0.6316667,0.45506108,0.6316992,0.4552401,0.6320705,0.45541748,0.6322896,107.31253,84.78862,107.502716,84.52553,107.709854,84.69536,107.96007,84.85369,108.008965,84.8957,0.0,47.993015,48.026066,48.108067,47.92297,48.192745,48.097584,48.285976,48.065414,48.188797,0.0,0.0,2.6813817,2.1768317,2.6799402,2.2055876,2.5145032,2.1545622,2.6299403,2.1616752
[RA][test0284_config][QP30]_SITI_1080,129.11876,120.12187,129.29599,120.038704,129.38272,120.1067,129.17848,119.843185,129.27579,120.01926,0.0,82.246895,82.04914,82.13119,82.003174,82.07636,81.94422,82.07358,81.83757,81.85296,0.0,0.0,57.253166,43.60431,57.086998,43.58622,56.174725,42.504223,56.24448,43.45502
[RA][test0338_config][QP26]_EVCA_1080,0.368348,0.44688246,0.36907724,0.44701132,0.36909518,0.44686767,0.36921817,0.44684726,0.36983445,0.44546947,17.491022,36.281784,17.542885,36.29104,17.536963,36.37852,17.57839,36.48894,17.687614,36.55858,0.0,34.94482,34.969585,34.95662,34.954197,35.038548,35.058144,35.140697,35.18663,35.252052,0.0,0.0,0.62226474,0.31209973,0.40240362,1.9146903,0.47822642,1.689154,1.253569,12.175783
[RA][test0338_config][QP26]_VCA_1080,0.368348,0.44688246,0.36907724,0.44701132,0.36909518,0.44686767,0.36921817,0.44684726,0.36983445,0.44546947,17.491022,36.281784,17.542885,36.29104,17.536963,36.37852,17.57839,36.48894,17.687614,36.55858,0.0,29.60662,29.610249,29.585428,29.58692,29.680563,29.685995,29.74839,29.784304,29.918653,0.0,0.0,0.053111788,0.027798345,0.01841289,0.1026482,0.043441843,0.1133274,0.14152318,1.5283024
[RA][test0338_config][QP26]_SITI_1080,12.456263,82.61575,12.475716,82.58166,12.460945,82.802025,12.469487,82.94095,12.559507,83.68062,0.0,69.77879,69.78675,69.78223,69.782394,69.776024,69.77965,69.76942,69.71998,69.59906,0.0,0.0,0.32400727,0.6213409,0.19785698,2.1848738,0.23843001,1.9708269,0.8733662,15.201729
[RA][test0276_config][QP42]_EVCA_1080,0.53833556,0.5143836,0.53989106,0.5133652,0.54229426,0.5111237,0.540429,0.5100773,0.5400391,0.50832564,90.19278,96.948494,89.75176,96.75772,90.17344,97.28714,89.768135,97.06992,89.79463,97.259476,0.0,115.42386,115.376175,115.36529,115.5184,115.54757,115.27244,115.293686,115.09961,114.918144,0.0,0.0,18.034662,3.9096105,18.101402,4.68049,17.4256,4.5087266,18.73857,20.870136
[RA][test0276_config][QP42]_VCA_1080,0.53833556,0.5143836,0.53989106,0.5133652,0.54229426,0.5111237,0.540429,0.5100773,0.5400391,0.50832564,90.19278,96.948494,89.75176,96.75772,90.17344,97.28714,89.768135,97.06992,89.79463,97.259476,0.0,75.17988,75.5809,75.69448,76.11343,75.75462,74.85373,74.970604,74.81927,74.613594,0.0,0.0,2.8326275,0.7302626,2.9018788,0.91218525,3.2866125,0.77172273,3.218845,0.9486664
[RA][test0276_config][QP42]_SITI_1080,112.131065,146.2432,111.84983,146.27817,111.98876,146.59651,111.72992,146.45708,111.64947,146.3123,0.0,72.634026,72.02254,72.11103,72.339554,72.38568,72.4247,72.45777,72.353836,72.33189,0.0,0.0,25.566467,14.153209,25.205393,14.619125,25.109371,14.213031,24.7792,18.638998
[RA][test0315_config][QP40]_EVCA_1080,0.51594484,0.4987558,0.5162333,0.5004618,0.51343983,0.49808744,0.5135039,0.5001408,0.5137964,0.4989198,101.64451,54.113987,101.33141,54.96571,101.4439,55.13849,101.494675,55.186424,101.75611,54.663017,0.0,87.564995,87.546776,88.02249,88.34167,88.163864,88.71811,88.89378,89.24767,89.88205,0.0,0.0,74.13251,34.616367,73.46194,34.20301,72.90756,33.602005,73.4265,34.4787
[RA][test0315_config][QP40]_VCA_1080,0.51594484,0.4987558,0.5162333,0.5004618,0.51343983,0.49808744,0.5135039,0.5001408,0.5137964,0.4989198,101.64451,54.113987,101.33141,54.96571,101.4439,55.13849,101.494675,55.186424,101.75611,54.663017,0.0,52.3999,52.38025,51.674217,52.027107,51.905724,52.727898,52.867897,53.18871,54.07379,0.0,0.0,10.430212,10.149446,9.77637,8.635367,8.5794525,8.635961,10.180781,9.964898
[RA][test0315_config][QP40]_SITI_1080,124.108574,82.649055,124.09968,85.39048,123.98712,84.92873,124.80188,83.74643,124.89483,82.75291,0.0,79.45946,79.52445,79.43262,79.372856,78.95714,78.61524,78.49768,78.347015,78.24691,0.0,0.0,59.899757,45.394527,59.662144,45.75812,59.46174,43.153214,59.750313,44.882942
[RA][test0261_config][QP30]_EVCA_1080,0.54301375,0.40101317,0.54280436,0.40043914,0.54392844,0.4007308,0.5452155,0.40255222,0.5462749,0.40248314,99.00098,60.33121,99.22001,59.49439,99.408295,59.13612,100.28328,59.466805,100.55417,58.8914,0.0,86.58003,86.70625,86.61947,86.58986,86.54894,87.201294,87.01321,87.146866,87.37528,0.0,0.0,63.541534,33.81192,63.052364,32.746933,63.30176,33.194393,63.83985,33.532993
[RA][test0261_config][QP30]_VCA_1080,0.54301375,0.40101317,0.54280436,0.40043914,0.54392844,0.4007308,0.5452155,0.40255222,0.5462749,0.40248314,99.00098,60.33121,99.22001,59.49439,99.408295,59.13612,100.28328,59.466805,100.55417,58.8914,0.0,44.607162,44.49725,44.71417,44.77067,44.94506,45.65838,45.43239,45.558094,46.473095,0.0,0.0,4.4991927,4.8978786,4.331691,4.013472,4.5010147,4.5870543,4.4281816,4.6621943
[RA][test0261_config][QP30]_SITI_1080,115.82411,94.768875,115.845505,93.76345,115.6303,94.033134,116.721245,94.7586,116.90565,94.47532,0.0,85.674095,85.55502,85.54075,85.44837,85.33535,85.34364,85.21127,85.233215,85.02564,0.0,0.0,49.79435,33.415195,49.716076,32.814373,50.207073,32.693584,50.532684,34.593525
[RA][test0256_config][QP40]_EVCA_1080,0.4808464,0.48926225,0.4802481,0.48870274,0.479867,0.48800522,0.4793481,0.48797923,0.47935602,0.48704225,46.18954,61.998886,46.22852,61.779987,46.21262,61.228687,46.18514,62.747276,46.255142,61.869087,0.0,68.988716,68.93398,68.76368,68.7277,68.27689,68.29648,69.70451,69.67331,68.91521,0.0,0.0,17.449978,25.209852,17.282082,23.651155,17.167572,24.38548,17.123833,26.008003
[RA][test0256_config][QP40]_VCA_1080,0.4808464,0.48926225,0.4802481,0.48870274,0.479867,0.48800522,0.4793481,0.48797923,0.47935602,0.48704225,46.18954,61.998886,46.22852,61.779987,46.21262,61.228687,46.18514,62.747276,46.255142,61.869087,0.0,53.304527,53.16312,53.102474,52.96079,52.573116,52.488937,53.83974,53.76218,53.192627,0.0,0.0,0.79212165,1.9457933,0.6809822,1.6038324,0.8540757,2.2162104,0.67833096,2.1658013
[RA][test0256_config][QP40]_SITI_1080,71.97966,88.451035,71.88564,88.19247,71.56633,87.55496,71.67731,90.18125,71.503105,88.58156,0.0,78.704384,78.76178,78.736305,78.88464,78.8348,78.912704,78.92433,78.99673,78.9603,0.0,0.0,17.97949,22.697922,18.045963,19.85988,17.817547,20.298145,17.664642,21.279598
[RA][test0304_config][QP40]_EVCA_1080,0.50297344,0.5977431,0.5029716,0.59785205,0.5029716,0.5977795,0.5029716,0.5979017,0.5029716,0.59796196,100.85549,85.18929,100.85317,85.176605,100.85317,85.15061,100.85317,85.22271,100.85317,85.18553,0.0,94.08628,94.08413,94.10372,94.10372,94.09565,94.09565,94.12804,94.12804,94.119835,0.0,0.0,0.05403157,2.7442439,0.0,2.8210914,0.0,3.0554981,0.0,2.584608
[RA][test0304_config][QP40]_VCA_1080,0.50297344,0.5977431,0.5029716,0.59785205,0.5029716,0.5977795,0.5029716,0.5979017,0.5029716,0.59796196,100.85549,85.18929,100.85317,85.176605,100.85317,85.15061,100.85317,85.22271,100.85317,85.18553,0.0,40.057,40.05468,40.081722,40.081722,40.080864,40.080864,40.086018,40.086018,40.0739,0.0,0.0,0.0022597634,0.094194986,0.0,0.11245376,0.0,0.12144033,0.0,0.108501635
[RA][test0304_config][QP40]_SITI_1080,123.93773,125.00494,123.938095,125.04469,123.938095,124.91786,123.938095,125.10071,123.938095,125.04838,0.0,79.78895,79.78855,79.787384,79.787384,79.78458,79.78458,79.78179,79.78179,79.77897,0.0,0.0,0.28576115,6.0468616,0.0,6.063752,0.0,6.3466096,0.0,5.8110805
[RA][test0263_config][QP14]_EVCA_1080,0.50616497,0.46127084,0.5082994,0.46144915,0.50822234,0.46139127,0.50850165,0.4609539,0.5085526,0.46070805,89.874535,94.74251,89.79028,94.32758,89.85771,94.4383,89.934944,94.52839,90.15292,94.77261,0.0,92.31179,92.07987,91.95688,92.056564,92.129654,92.02248,91.98269,92.08403,92.13467,0.0,0.0,48.62043,51.117435,48.311436,50.13357,48.58642,49.588642,45.932808,48.423286
[RA][test0263_config][QP14]_VCA_1080,0.50616497,0.46127084,0.5082994,0.46144915,0.50822234,0.46139127,0.50850165,0.4609539,0.5085526,0.46070805,89.874535,94.74251,89.79028,94.32758,89.85771,94.4383,89.934944,94.52839,90.15292,94.77261,0.0,35.675163,35.503345,35.47283,35.465813,35.432865,35.411476,35.29091,35.321922,35.27889,0.0,0.0,1.6716254,1.9345925,1.3258349,1.5773202,1.3151885,1.3677922,1.3100314,1.4579332
[RA][test0263_config][QP14]_SITI_1080,112.24538,136.11826,112.28692,135.65704,112.380714,135.89268,112.481575,135.9709,112.579056,136.3848,0.0,79.65335,79.55145,79.47908,79.48521,79.437416,79.40493,79.39184,79.408554,79.46078,0.0,0.0,37.54985,35.776375,36.653355,34.85272,37.155907,34.80223,36.97236,34.219852
[RA][test0269_config][QP14]_EVCA_1080,0.46041828,0.619524,0.46147543,0.61755776,0.46172905,0.6168836,0.46209118,0.6164987,0.46142635,0.6171448,120.45677,83.06942,120.16406,82.96303,120.090904,82.93206,120.01372,83.04173,120.26952,83.357544,0.0,107.04236,106.886086,107.159355,107.14904,106.99917,106.9966,107.01547,107.12741,107.17021,0.0,0.0,79.17651,48.274487,78.72259,48.04537,78.757034,47.742065,79.22032,48.239174
[RA][test0269_config][QP14]_VCA_1080,0.46041828,0.619524,0.46147543,0.61755776,0.46172905,0.6168836,0.46209118,0.6164987,0.46142635,0.6171448,120.45677,83.06942,120.16406,82.96303,120.090904,82.93206,120.01372,83.04173,120.26952,83.357544,0.0,55.214565,55.33567,55.683308,55.748642,55.51401,55.615532,55.77478,55.853252,55.73617,0.0,0.0,1.6407638,2.129774,1.5373656,2.080375,1.6541017,1.8515179,1.6917012,2.0198793
[RA][test0269_config][QP14]_SITI_1080,134.06099,119.49836,134.02475,119.538895,134.05878,119.29059,133.99167,119.60458,134.1093,119.88494,0.0,80.37018,80.30939,80.44919,80.42147,80.5104,80.38886,80.410126,80.54999,80.558304,0.0,0.0,54.13834,42.53294,54.261543,43.094383,52.860535,41.531227,53.987286,41.932796
[RA][test0265_config][QP28]_EVCA_1080,0.47388697,0.5426619,0.47418675,0.54281765,0.47410938,0.5427323,0.4741073,0.5427901,0.4743239,0.54249233,31.0724,20.796053,31.086012,20.741419,31.169924,20.841108,31.194511,20.902681,31.207024,20.819359,0.0,32.853535,32.840294,32.79887,32.871048,32.931408,32.954712,33.0226,33.075672,32.983757,0.0,0.0,3.1409187,1.5986893,5.60539,1.5459754,1.1126646,0.94164723,6.8326683,3.2490296
[RA][test0265_config][QP28]_VCA_1080,0.47388697,0.5426619,0.47418675,0.54281765,0.47410938,0.5427323,0.4741073,0.5427901,0.4743239,0.54249233,31.0724,20.796053,31.086012,20.741419,31.169924,20.841108,31.194511,20.902681,31.207024,20.819359,0.0,27.214027,27.20144,27.121193,27.202196,27.284697,27.30569,27.317268,27.31842,27.302835,0.0,0.0,0.24767536,0.17374092,0.3660226,0.14914611,0.06587806,0.06628581,0.47194842,0.28684843
[RA][test0265_config][QP28]_SITI_1080,37.683556,45.079777,37.68694,45.00278,37.74725,45.201122,37.754227,45.53515,37.720524,45.062542,0.0,76.86854,76.85704,76.84912,76.837326,76.83474,76.8373,76.82815,76.85021,76.83924,0.0,0.0,4.708978,3.913251,7.138082,3.0786524,2.2265909,1.8283185,8.192081,5.2659655
[RA][test0251_config][QP32]_EVCA_1080,0.47377,0.68864024,0.4738416,0.6886322,0.47402027,0.68869203,0.47385806,0.6885386,0.4738537,0.688688,63.184315,80.98107,63.182976,81.0126,63.044777,81.03895,63.16944,81.11311,63.03048,80.99154,0.0,70.77223,70.73969,70.755005,70.68326,70.67799,70.68492,70.72011,70.69701,70.67988,0.0,0.0,16.091122,6.4793587,17.625364,10.883199,17.778566,11.357214,16.882317,11.5751295
[RA][test0251_config][QP32]_VCA_1080,0.47377,0.68864024,0.4738416,0.6886322,0.47402027,0.68869203,0.47385806,0.6885386,0.4738537,0.688688,63.184315,80.98107,63.182976,81.0126,63.044777,81.03895,63.16944,81.11311,63.03048,80.99154,0.0,35.676876,35.69003,35.700268,35.700436,35.664673,35.635384,35.676113,35.776325,35.807976,0.0,0.0,0.45438224,0.16723384,0.508263,0.29966295,0.48568213,0.31914353,0.4935954,0.3701123
[RA][test0251_config][QP32]_SITI_1080,76.223015,115.91005,76.16252,116.01894,75.96923,115.994675,76.03657,116.102325,75.970955,115.973175,0.0,64.95963,64.9647,64.9635,64.9449,64.94343,64.94857,64.94793,64.93905,64.9467,0.0,0.0,11.01274,5.232402,11.431273,6.894595,11.5540285,7.1158905,11.133447,7.093997
[RA][test0298_config][QP32]_EVCA_1080,0.49416035,0.5203291,0.49502552,0.5208976,0.49503386,0.520966,0.49464464,0.521736,0.4948246,0.5218133,87.42599,86.72605,86.52093,86.724655,86.15624,86.500786,86.379776,86.65447,86.18066,86.67541,0.0,87.68198,87.12955,87.06593,86.950645,86.94133,87.14206,87.26182,86.968605,86.9099,0.0,0.0,52.86536,46.908905,51.31545,46.408226,51.496655,48.06484,52.134884,48.07121
[RA][test0298_config][QP32]_VCA_1080,0.49416035,0.5203291,0.49502552,0.5208976,0.49503386,0.520966,0.49464464,0.521736,0.4948246,0.5218133,87.42599,86.72605,86.52093,86.724655,86.15624,86.500786,86.379776,86.65447,86.18066,86.67541,0.0,41.386536,40.867134,41.000572,40.973633,40.9043,41.12816,41.302963,40.98747,40.730854,0.0,0.0,3.306433,1.5362134,2.8116136,1.5999311,2.672649,1.8770502,2.654429,1.8725344
[RA][test0298_config][QP32]_SITI_1080,107.16697,123.84647,106.13442,123.98924,105.337135,123.92989,105.846886,124.096756,105.345474,123.819275,0.0,75.653786,75.46831,75.5242,75.41802,75.418945,75.45658,75.448555,75.3097,75.363045,0.0,0.0,41.627003,34.55944,41.409027,34.307137,41.510677,36.76049,42.2199,36.116257
[RA][test0317_config][QP46]_EVCA_1080,0.5327737,0.3589202,0.5336549,0.35896796,0.53890854,0.35834444,0.5360506,0.35870725,0.5370146,0.35871372,47.339703,43.27663,47.44798,42.90778,46.91311,42.18783,46.725132,43.024334,46.29282,41.835644,0.0,55.284092,55.156147,54.826366,54.973022,54.30886,54.04961,54.380146,54.22777,53.59403,0.0,0.0,21.89227,22.864893,22.69232,21.06227,21.824734,21.324944,19.822794,21.906944
[RA][test0317_config][QP46]_VCA_1080,0.5327737,0.3589202,0.5336549,0.35896796,0.53890854,0.35834444,0.5360506,0.35870725,0.5370146,0.35871372,47.339703,43.27663,47.44798,42.90778,46.91311,42.18783,46.725132,43.024334,46.29282,41.835644,0.0,41.83169,41.501625,41.00271,41.411396,40.95953,40.947376,40.936356,40.649536,40.758736,0.0,0.0,4.849067,3.8505185,5.888169,2.8677406,5.2391243,3.1995158,3.5063653,3.6813064
[RA][test0317_config][QP46]_SITI_1080,48.73774,57.442417,49.222668,56.501305,48.14569,55.291798,49.197117,57.254078,48.41825,55.062508,0.0,72.05432,72.88101,72.92517,72.69429,72.66976,71.96073,71.92846,72.15391,72.178925,0.0,0.0,29.318815,28.403057,30.81031,24.170313,30.424904,24.461601,25.672539,25.492565
[RA][test0258_config][QP40]_EVCA_1080,0.5487229,0.5183025,0.5490294,0.51911867,0.5500365,0.519555,0.55014485,0.52055633,0.54982084,0.52045476,131.27206,31.825598,131.00206,31.324633,130.96942,31.228825,130.96733,31.754992,130.63338,31.105888,0.0,117.119316,116.81125,116.87166,116.80186,116.87516,116.9097,116.72158,116.32761,116.592155,0.0,0.0,92.77088,14.261887,92.15847,13.651369,90.78399,13.605406,90.43006,13.204805
[RA][test0258_config][QP40]_VCA_1080,0.5487229,0.5183025,0.5490294,0.51911867,0.5500365,0.519555,0.55014485,0.52055633,0.54982084,0.52045476,131.27206,31.825598,131.00206,31.324633,130.96942,31.228825,130.96733,31.754992,130.63338,31.105888,0.0,99.50612,99.21863,99.71953,99.65449,99.74996,99.73851,99.21235,98.87839,99.52748,0.0,0.0,3.3744793,2.2714205,3.3994656,2.1417747,3.310245,2.3861957,3.4034019,2.17721
[RA][test0258_config][QP40]_SITI_1080,140.76404,62.089684,140.69867,60.994843,140.50854,60.330612,140.60765,60.822403,140.50252,59.967133,0.0,72.86753,72.80053,72.64979,72.594925,72.59559,72.53904,72.521965,72.41147,72.425964,0.0,0.0,66.4381,21.101452,65.99299,19.886019,65.62855,19.693972,65.529335,19.501133
[RA][test0322_config][QP34]_EVCA_1080,0.5309467,0.45704252,0.5302137,0.4564865,0.5317095,0.45622456,0.5313748,0.4557663,0.5302818,0.45629674,119.0433,72.01323,119.123695,72.016266,118.767784,71.77461,118.716774,72.11933,118.3799,72.09204,0.0,99.48785,99.5299,99.49746,99.1277,99.21355,99.164536,99.12975,98.960945,98.960014,0.0,0.0,75.49582,35.347748,75.53929,34.035328,76.22642,34.79871,75.509186,34.834557
[RA][test0322_config][QP34]_VCA_1080,0.5309467,0.45704252,0.5302137,0.4564865,0.5317095,0.45622456,0.5313748,0.4557663,0.5302818,0.45629674,119.0433,72.01323,119.123695,72.016266,118.767784,71.77461,118.716774,72.11933,118.3799,72.09204,0.0,54.249355,54.185684,54.10104,53.71485,53.81948,53.69159,53.21188,52.957176,52.890396,0.0,0.0,2.0317776,2.2979827,1.9058753,2.3153806,1.8914262,2.3945184,1.6930475,2.2551646
[RA][test0322_config][QP34]_SITI_1080,132.2958,114.02107,132.49263,114.28647,132.24156,114.41373,132.08788,114.90039,131.98074,114.83966,0.0,63.302074,63.314663,63.313393,63.143536,63.105164,63.036552,63.06863,62.949497,62.89369,0.0,0.0,45.48516,26.291292,45.562496,24.912554,46.526268,24.98281,45.406113,25.43769
[RA][test0256_config][QP50]_EVCA_1080,0.48478368,0.4834955,0.4844642,0.4832939,0.48396522,0.4836921,0.4838635,0.4837576,0.48289058,0.48405305,44.005917,55.14072,44.05995,55.32462,44.09759,54.82875,44.053406,55.080265,44.076378,54.011982,0.0,62.89201,62.90816,63.038128,63.07358,62.66898,62.65956,62.897255,62.917454,61.994057,0.0,0.0,14.168348,13.959594,14.722315,15.617636,14.7361,15.553034,15.160801,18.037897
[RA][test0256_config][QP50]_VCA_1080,0.48478368,0.4834955,0.4844642,0.4832939,0.48396522,0.4836921,0.4838635,0.4837576,0.48289058,0.48405305,44.005917,55.14072,44.05995,55.32462,44.09759,54.82875,44.053406,55.080265,44.076378,54.011982,0.0,48.03982,48.046936,48.131325,48.08994,47.729446,47.683983,47.837383,47.83098,46.904774,0.0,0.0,0.56436765,0.8669175,0.7193661,1.1052109,0.751516,1.109861,0.7241813,1.7130488
[RA][test0256_config][QP50]_SITI_1080,65.314735,80.24476,65.41316,80.499306,65.19439,79.5272,65.561325,80.0228,65.262215,78.580124,0.0,78.965645,79.01331,79.01955,79.15226,79.14443,79.15933,79.15678,79.3025,79.27371,0.0,0.0,15.95732,13.806636,16.294058,14.228579,16.27454,14.41491,16.882973,16.06728
[RA][test0278_config][QP22]_EVCA_1080,0.52532256,0.5170799,0.52529645,0.5202364,0.5252595,0.52099276,0.52555376,0.5231584,0.52533823,0.5216424,90.679756,49.4118,90.47902,48.932236,90.268074,48.709843,90.2202,47.826805,90.42109,47.41198,0.0,77.82743,77.41819,77.538185,77.61135,77.63024,77.89072,77.58035,77.603584,77.45254,0.0,0.0,61.83657,26.747204,61.597324,26.113564,61.1819,25.47744,61.338177,24.93076
[RA][test0278_config][QP22]_VCA_1080,0.52532256,0.5170799,0.52529645,0.5202364,0.5252595,0.52099276,0.52555376,0.5231584,0.52533823,0.5216424,90.679756,49.4118,90.47902,48.932236,90.268074,48.709843,90.2202,47.826805,90.42109,47.41198,0.0,48.860146,48.35242,48.43719,48.38343,48.588734,48.44422,48.255527,48.465405,48.542618,0.0,0.0,7.0732827,5.614298,7.124852,5.476841,6.849317,5.903923,6.5662665,5.52728
[RA][test0278_config][QP22]_SITI_1080,104.90179,72.43131,104.76513,71.50504,104.59166,71.117905,104.71373,70.40302,104.562584,69.90977,0.0,67.73334,67.897545,68.15949,68.27299,68.37035,68.500946,68.51145,68.39229,68.97179,0.0,0.0,55.876827,32.98978,55.6657,32.36202,55.28169,31.775558,55.13182,31.594873
[RA][test0329_config][QP34]_EVCA_1080,0.5546282,0.5571697,0.55414325,0.5572118,0.5537632,0.55782443,0.55409926,0.5572006,0.553683,0.5576322,45.53439,75.15224,45.59115,75.202286,45.365364,75.27552,45.450497,75.451546,45.4859,75.57179,0.0,75.164185,75.09295,75.010414,74.87627,74.89763,74.91873,74.958534,74.7144,74.87521,0.0,0.0,10.522284,35.369286,10.086105,35.26378,9.912998,35.283447,10.693585,35.398956
